ORTHOMCL2308	GO:0033644;GO:0016020;GO:0046872;GO:0098559;GO:0098560;GO:0098574;GO:0009898;GO:0000139;GO:0005765;GO:0005634;GO:0005125;GO:0003677;GO:0008270;GO:0001816;GO:0006355;GO:0019953;GO:0006351;GO:0005829;GO:0005794;GO:0043231;GO:0005654;GO:0005886;GO:0000978;GO:0004871;GO:0050699;GO:0007568;GO:0071222;GO:0042347;GO:0043123;GO:0045944;GO:0001817;GO:0032496;GO:0005576
ORTHOMCL14238	GO:0004725;GO:0008138;GO:0005622;GO:0035556
ORTHOMCL13426	GO:0005525;GO:0005829;GO:0016020;GO:0016604;GO:0005844;GO:0042802;GO:0008134;GO:0007275;GO:0006351;GO:0043231;GO:0005739;GO:0005654;GO:0007165;GO:0005743;GO:0005759;GO:0005761;GO:0003924;GO:0000287;GO:0070129;GO:0044065;GO:0042254
ORTHOMCL7517	GO:0005737;GO:0005634;GO:0019904;GO:0008134;GO:0051220;GO:0040024;GO:0042308;GO:0005813;GO:0005694;GO:0005829;GO:0045172;GO:0005654;GO:0005886;GO:0050815;GO:0046982;GO:0007411;GO:0007623;GO:0008340;GO:0000077;GO:0007294;GO:0007444;GO:0007093;GO:0008103;GO:0007280;GO:0070374;GO:0045927;GO:0046579;GO:0040008;GO:0007088;GO:0009314;GO:0009411;GO:0048190;GO:0042470;GO:0034605;GO:0000165;GO:0046827;GO:0030659;GO:0070062;GO:0014704;GO:0005739;GO:0003779;GO:0019899;GO:0035259;GO:0042802;GO:0005159;GO:0044325;GO:0017080;GO:0006713;GO:0042921;GO:0006886;GO:0086010;GO:0061024;GO:0050774;GO:1900740;GO:0045893;GO:0045664;GO:2000649;GO:0002028;GO:0048167;GO:0021762;GO:0010494;GO:0003688;GO:0001102;GO:0070842;GO:0030437;GO:0034221;GO:0005977;GO:0031578;GO:0043066;GO:0000122;GO:0051436;GO:0007124;GO:0007265;GO:0001402;GO:0006270;GO:0006267
ORTHOMCL1638	GO:0005737;GO:0042470;GO:0048471;GO:0019904;GO:0045744;GO:0006605;GO:0005813;GO:0005694;GO:0005829;GO:0045172;GO:0005654;GO:0005634;GO:0005886;GO:0050815;GO:0046982;GO:0007411;GO:0007623;GO:0008340;GO:0000077;GO:0007294;GO:0007444;GO:0007093;GO:0008103;GO:0007280;GO:0070374;GO:0045927;GO:0046579;GO:0040008;GO:0007088;GO:0009314;GO:0009411;GO:0048190;GO:0034605;GO:0000165;GO:0046827;GO:0005769;GO:0031965;GO:0042803;GO:0008426;GO:0007059;GO:0007611;GO:0045448;GO:0007399;GO:0008355;GO:0006457;GO:0050821;GO:0040040;GO:0010494;GO:0003688;GO:0001102;GO:0070842;GO:0030437;GO:0034221;GO:0005977;GO:0031578;GO:0043066;GO:0000122;GO:0051436;GO:0007124;GO:0007265;GO:0001402;GO:0006270;GO:0006267
ORTHOMCL19671	GO:0008660;GO:0009507;GO:0005829;GO:0005739;GO:0050897;GO:0019148;GO:0016787;GO:0019447;GO:0009693;GO:0046686
ORTHOMCL15004	GO:0003824;GO:0030170;GO:0009058;GO:0042802;GO:0042803
ORTHOMCL3814	GO:0000775;GO:0005737;GO:0030425;GO:0016328;GO:0019888;GO:0007059
ORTHOMCL17104	GO:0005829;GO:0005509;GO:0005813;GO:0005794;GO:0005634;GO:0005819;GO:0046872;GO:0032147;GO:0001782;GO:0030865;GO:0000226;GO:0045579;GO:0002759;GO:0051900;GO:0048536;GO:0043029;GO:0005737
ORTHOMCL4714	GO:0001784;GO:0017124;GO:0005070;GO:0007165;GO:0005737;GO:0005886;GO:0032266;GO:0006661;GO:0016020;GO:0005813;GO:0005915;GO:0070097;GO:0055007;GO:0090136;GO:0008016;GO:0045218
ORTHOMCL6647	GO:0001784;GO:0017124;GO:0005070;GO:0007165;GO:0005737;GO:0005886;GO:0032266;GO:0006661;GO:0016020;GO:0005813;GO:0005915;GO:0070097;GO:0055007;GO:0090136;GO:0008016;GO:0045218
ORTHOMCL8796	GO:0005737;GO:0005886;GO:0004860;GO:0017124;GO:0009952;GO:0007301;GO:0035556;GO:0007498;GO:0042694;GO:0007517;GO:0048644;GO:0061099;GO:0005739;GO:0016604;GO:0005654;GO:0007165
ORTHOMCL2091	GO:0005737;GO:0000334;GO:0005506;GO:0009435
ORTHOMCL23177	GO:0005739;GO:0008442;GO:0051287;GO:0004616;GO:0006574;GO:0008679;GO:0042838;GO:0046392;GO:0046487;GO:0043718;GO:0051187
ORTHOMCL21433	GO:0005739;GO:0008442;GO:0051287;GO:0004616;GO:0006574;GO:0005759;GO:0009083
ORTHOMCL2117	GO:0005739;GO:0008442;GO:0051287;GO:0004616;GO:0006574
ORTHOMCL9151	GO:0042645;GO:0005634;GO:0003905;GO:0003677;GO:0008725;GO:0052822;GO:0052821;GO:0043916;GO:0006284
ORTHOMCL3542	GO:0015629;GO:0099738;GO:0030054;GO:0030863;GO:0009898;GO:0005829;GO:0016020;GO:0005634;GO:0005886;GO:0014069;GO:0032991;GO:0005545;GO:0003779;GO:0005516;GO:0051219;GO:0008022;GO:0047485;GO:0030507;GO:0005200;GO:0030036;GO:0031032;GO:0007049;GO:0051301;GO:0030866;GO:0032092;GO:1904778;GO:0008360;GO:0005856;GO:0045296;GO:0005737;GO:0030673;GO:0005911;GO:0044224;GO:0033270;GO:0006915;GO:0030865;GO:0007016;GO:0043217;GO:0048812;GO:0030913;GO:0071205;GO:0002175;GO:0072659;GO:0001558
ORTHOMCL21065	GO:0016207;GO:0005524;GO:0009698
ORTHOMCL16875	GO:0016207;GO:0005524;GO:0009698
ORTHOMCL19383	GO:0016207;GO:0005524;GO:0009698;GO:0005777;GO:0046872;GO:0047077;GO:0008218;GO:0051087
ORTHOMCL7226	GO:0005737;GO:0005829;GO:0043231;GO:0016020;GO:0016607;GO:0005634;GO:0000932;GO:0016605;GO:0003729;GO:0008565;GO:0003723;GO:0045665;GO:0017148;GO:0019827;GO:0015031
ORTHOMCL10579	GO:0005737;GO:0005829;GO:0043231;GO:0016020;GO:0016607;GO:0005634;GO:0000932;GO:0016605;GO:0003729;GO:0008565;GO:0003723;GO:0045665;GO:0017148;GO:0019827;GO:0015031
ORTHOMCL18242	GO:0009507;GO:0005524;GO:0008298;GO:0005737;GO:0003723
ORTHOMCL15295	GO:0005887;GO:0004993;GO:0030594;GO:0051378;GO:0007198;GO:0007610;GO:0008283;GO:0050795;GO:0046883;GO:0007210;GO:0042310;GO:0005622;GO:0098794;GO:0019899;GO:0001609;GO:0042802;GO:0007189;GO:0042755;GO:0060080;GO:0007626;GO:0046636;GO:0050728;GO:2001235;GO:0032230;GO:0001975;GO:0001963;GO:0004969;GO:0071420;GO:0048245;GO:0007186;GO:0006954;GO:0050804;GO:0007200;GO:0045907;GO:0043114;GO:0019229
